Taille,Tri Par Selection,Tri par Insertion,Tri par fusion,Tri rapide,Tri par tas
434,0.0019989013671875,0.0,0.0010001659393310547,0.0040013790130615234,0.0
435,0.002998828887939453,0.0,0.0,0.00400090217590332,0.0009996891021728516
436,0.0019991397857666016,0.0,0.0009999275207519531,0.00500178337097168,0.0010025501251220703
437,0.002511262893676758,0.0,0.0,0.00415802001953125,0.0009963512420654297
438,0.0019991397857666016,0.0,0.0009999275207519531,0.00400090217590332,0.0
439,0.001999378204345703,0.0,0.0,0.004000186920166016,0.001001119613647461
440,0.00299835205078125,0.0,0.0,0.00400090217590332,0.0010004043579101562
441,0.0019989013671875,0.0,0.0010001659393310547,0.004193782806396484,0.0
442,0.0019989013671875,0.0,0.0,0.0041522979736328125,0.0010039806365966797
443,0.002995729446411133,0.0,0.0,0.0050013065338134766,0.0
444,0.0020017623901367188,0.0,0.0009975433349609375,0.004000425338745117,0.0009992122650146484
445,0.0019991397857666016,0.0,0.0009999275207519531,0.00400090217590332,0.0010025501251220703
446,0.002996683120727539,0.0,0.0,0.00500178337097168,0.0
447,0.0019991397857666016,0.0,0.0010006427764892578,0.004000425338745117,0.001005411148071289
448,0.003113985061645508,0.0,0.0,0.0051119327545166016,0.0
449,0.0019981861114501953,0.0,0.0,0.005152463912963867,0.0
450,0.0020008087158203125,0.0,0.0009999275207519531,0.00400543212890625,0.0009942054748535156
451,0.002998828887939453,0.0,0.0,0.003999948501586914,0.0010085105895996094
452,0.002988100051879883,0.0,0.0010025501251220703,0.004213571548461914,0.0009999275207519531
453,0.0021305084228515625,0.0,0.0010197162628173828,0.005002498626708984,0.0
454,0.0019996166229248047,0.0,0.0010073184967041016,0.003994464874267578,0.0009999275207519531
455,0.0029976367950439453,0.0,0.0,0.005002021789550781,0.0009989738464355469
456,0.0019996166229248047,0.0,0.0011286735534667969,0.004029512405395508,0.0011093616485595703
457,0.0020189285278320312,0.0,0.0009999275207519531,0.00400090217590332,0.0009999275207519531
458,0.0029985904693603516,0.0,0.0,0.005002021789550781,0.0009987354278564453
459,0.001999378204345703,0.0,0.0010004043579101562,0.004000663757324219,0.0010001659393310547
460,0.0029985904693603516,0.0,0.0,0.005001544952392578,0.0
461,0.0027468204498291016,0.0,0.0008294582366943359,0.004998445510864258,0.0010061264038085938
462,0.0019943714141845703,0.0,0.0010001659393310547,0.004001617431640625,0.0009996891021728516
463,0.00299835205078125,0.0,0.0,0.005001544952392578,0.00099945068359375
464,0.0029993057250976562,0.0,0.0,0.004226207733154297,0.0010020732879638672
465,0.0031757354736328125,0.0,0.0,0.0041353702545166016,0.0010154247283935547
466,0.001989603042602539,0.0,0.000997781753540039,0.003911733627319336,0.0010042190551757812
467,0.0030906200408935547,0.0,0.0,0.004984617233276367,0.0
468,0.002095460891723633,0.0,0.0009853839874267578,0.004002571105957031,0.0009169578552246094
469,0.0029942989349365234,0.0,0.0,0.0050046443939208984,0.000997304916381836
470,0.002424001693725586,0.0,0.0008904933929443359,0.003999471664428711,0.0010008811950683594
471,0.0029973983764648438,0.0,0.0,0.0051572322845458984,0.0010225772857666016
472,0.0029964447021484375,0.0,0.0,0.005171775817871094,0.0
473,0.002998828887939453,0.0,0.0009996891021728516,0.0040013790130615234,0.0010008811950683594
474,0.0029981136322021484,0.0,0.0010004043579101562,0.005231380462646484,0.0
475,0.0019989013671875,0.0,0.0011506080627441406,0.005023479461669922,0.0
476,0.002000093460083008,0.0010023117065429688,0.0,0.0050165653228759766,0.0009834766387939453
477,0.0029981136322021484,0.0,0.0009996891021728516,0.0050008296966552734,0.0
478,0.002997875213623047,0.0,0.0,0.006209135055541992,0.0
479,0.001999378204345703,0.0,0.001180887222290039,0.0040323734283447266,0.0010004043579101562
480,0.003000497817993164,0.0,0.0009982585906982422,0.004000186920166016,0.001001119613647461
481,0.002998828887939453,0.0,0.0009999275207519531,0.00515294075012207,0.0
482,0.002000093460083008,0.0,0.0011227130889892578,0.005025148391723633,0.0
483,0.0019998550415039062,0.0,0.0009999275207519531,0.0050013065338134766,0.00099945068359375
484,0.002998828887939453,0.0,0.0,0.005001544952392578,0.0009999275207519531
485,0.0029993057250976562,0.0,0.0,0.00600123405456543,0.0
486,0.0030052661895751953,0.0,0.000125885009765625,0.005026340484619141,0.0009996891021728516
487,0.002998828887939453,0.0,0.0,0.00500178337097168,0.00099945068359375
488,0.0029990673065185547,0.0,0.0010001659393310547,0.004143238067626953,0.0010004043579101562
489,0.003998994827270508,0.0,0.0,0.0050013065338134766,0.0009996891021728516
490,0.0029993057250976562,0.0,0.0009996891021728516,0.005004167556762695,0.0009982585906982422
491,0.0029990673065185547,0.0,0.0,0.00599980354309082,0.0
492,0.0029990673065185547,0.0,0.0,0.006003141403198242,0.000997781753540039
493,0.0030002593994140625,0.0,0.0009996891021728516,0.005002260208129883,0.0009987354278564453
494,0.003139495849609375,0.0,0.0010192394256591797,0.005155086517333984,0.0009999275207519531
495,0.0031366348266601562,0.0,0.0010302066802978516,0.006003379821777344,0.0009968280792236328
496,0.002998828887939453,0.0,0.0010018348693847656,0.005000114440917969,0.0009999275207519531
497,0.0030012130737304688,0.0,0.0010051727294921875,0.005143880844116211,0.0010271072387695312
498,0.0029985904693603516,0.0,0.0010004043579101562,0.005197048187255859,0.001001119613647461
499,0.0029964447021484375,0.0,0.0010001659393310547,0.005002260208129883,0.0009999275207519531
500,0.0029976367950439453,0.0,0.0010001659393310547,0.0050013065338134766,0.0009996891021728516
501,0.0029990673065185547,0.0,0.0009999275207519531,0.005179405212402344,0.0009996891021728516
502,0.0031397342681884766,0.0,0.001001119613647461,0.004999399185180664,0.0009999275207519531
503,0.0029993057250976562,0.0,0.0009999275207519531,0.00500035285949707,0.0010008811950683594
504,0.0029981136322021484,0.0,0.0010004043579101562,0.0050013065338134766,0.0009999275207519531
505,0.0029985904693603516,0.0,0.0010001659393310547,0.00516819953918457,0.001123666763305664
506,0.0030171871185302734,0.0,0.0009999275207519531,0.00500178337097168,0.0009989738464355469
507,0.002999544143676758,0.0,0.0009999275207519531,0.00500178337097168,0.0010001659393310547
508,0.0029981136322021484,0.0,0.0010023117065429688,0.005007743835449219,0.0019996166229248047
509,0.0029993057250976562,0.0,0.0009989738464355469,0.0051610469818115234,0.0009989738464355469
510,0.004082918167114258,0.0,0.0,0.0060007572174072266,0.0009996891021728516
511,0.003998517990112305,0.0,0.0,0.006004810333251953,0.0009980201721191406
512,0.003000497817993164,0.0,0.0,0.006152153015136719,0.0010993480682373047
513,0.003000974655151367,0.0,0.0010008811950683594,0.006006956100463867,0.0009937286376953125
514,0.003998756408691406,0.0,0.0,0.006003141403198242,0.0009984970092773438
515,0.0039997100830078125,0.0,0.0,0.0063495635986328125,0.0010259151458740234
516,0.002998828887939453,0.0,0.001111745834350586,0.006038665771484375,0.0009999275207519531
517,0.003998517990112305,0.0,0.0,0.0060024261474609375,0.0010001659393310547
518,0.00299835205078125,0.0,0.0009999275207519531,0.005007743835449219,0.000993490219116211
519,0.003998279571533203,0.0,0.00013399124145507812,0.006036281585693359,0.0009992122650146484
520,0.0029985904693603516,0.0,0.0010001659393310547,0.005001544952392578,0.0010004043579101562
521,0.0029990673065185547,0.0,0.0010001659393310547,0.00500178337097168,0.0010001659393310547
522,0.0039980411529541016,0.0,0.0,0.00600123405456543,0.0009999275207519531
523,0.003998517990112305,0.0,0.0,0.006294727325439453,0.0
524,0.002999544143676758,0.0,0.0011167526245117188,0.006016731262207031,0.0
525,0.0029993057250976562,0.0,0.0010001659393310547,0.0050013065338134766,0.0009996891021728516
526,0.003998994827270508,0.0,0.0,0.007529497146606445,0.0010302066802978516
527,0.0031120777130126953,0.0,0.001047372817993164,0.004981517791748047,0.0009970664978027344
528,0.0041959285736083984,0.0,0.0,0.006026506423950195,0.0009765625
529,0.00400090217590332,0.0,0.0,0.005999326705932617,0.001003265380859375
530,0.002997875213623047,0.0,0.0010180473327636719,0.005980491638183594,0.0010020732879638672
531,0.003177642822265625,0.0,0.0009965896606445312,0.006235837936401367,0.0008971691131591797
532,0.0033092498779296875,0.0,0.0,0.005953311920166016,0.0010612010955810547
533,0.003912687301635742,0.0,0.0,0.0060846805572509766,0.0009129047393798828
534,0.003998994827270508,0.0,0.0,0.006999492645263672,0.001028299331665039
535,0.0030574798583984375,0.0,0.0009164810180664062,0.006003379821777344,0.001074075698852539
536,0.003999471664428711,0.0,0.0010042190551757812,0.0060007572174072266,0.0010058879852294922
537,0.003996372222900391,0.0,0.0,0.0061647891998291016,0.0011324882507324219
538,0.0031347274780273438,0.0,0.0,0.006239891052246094,0.0009887218475341797
539,0.003985166549682617,0.0,0.0,0.006001472473144531,0.0010166168212890625
540,0.0029888153076171875,0.0,0.0010275840759277344,0.005978107452392578,0.000997781753540039
541,0.0032966136932373047,0.0,0.0,0.005996227264404297,0.0010008811950683594
542,0.004026889801025391,0.0,0.0,0.0059740543365478516,0.0009999275207519531
543,0.003000974655151367,0.0010173320770263672,0.0,0.005979299545288086,0.0010089874267578125
544,0.003335714340209961,0.0,0.001008749008178711,0.0053098201751708984,0.001001119613647461
545,0.004239797592163086,0.0,0.0,0.005994081497192383,0.0010042190551757812
546,0.0030078887939453125,0.0010037422180175781,0.0,0.005901336669921875,0.0011031627655029297
547,0.003179311752319336,0.0,0.001062154769897461,0.006005048751831055,0.0010182857513427734
548,0.004080533981323242,0.0,0.0009260177612304688,0.0060024261474609375,0.0010876655578613281
549,0.003912210464477539,0.0,0.0,0.0069942474365234375,0.0010790824890136719
550,0.0030486583709716797,0.0,0.001161813735961914,0.007066011428833008,0.0010838508605957031
551,0.003995180130004883,0.0,0.0010046958923339844,0.0059201717376708984,0.0010826587677001953
552,0.003920316696166992,0.0,0.0009942054748535156,0.006003141403198242,0.0009970664978027344
553,0.0040967464447021484,0.0,0.0,0.006905555725097656,0.0009999275207519531
554,0.0039997100830078125,0.0,0.000997304916381836,0.006089687347412109,0.0009160041809082031
555,0.0031061172485351562,0.0,0.000965118408203125,0.006007671356201172,0.0009965896606445312
556,0.004059553146362305,0.0,0.0008981227874755859,0.006051301956176758,0.0010099411010742188
557,0.002992391586303711,0.0,0.0010075569152832031,0.006013393402099609,0.000978708267211914
558,0.002973318099975586,0.0,0.0010001659393310547,0.006025075912475586,0.000980377197265625
559,0.0039522647857666016,0.0,0.0,0.006341218948364258,0.0009870529174804688
560,0.004003763198852539,0.0,0.0010020732879638672,0.006006002426147461,0.0009965896606445312
561,0.004014253616333008,0.0,0.000186920166015625,0.006448268890380859,0.0009756088256835938
562,0.003993988037109375,0.0,0.0,0.007017612457275391,0.001020669937133789
563,0.003968000411987305,0.0,0.0,0.006354808807373047,0.0009577274322509766
564,0.004035234451293945,0.0,0.0009224414825439453,0.007139444351196289,8.296966552734375e-05
565,0.002913236618041992,0.001039266586303711,0.0,0.007019996643066406,0.0010154247283935547
566,0.003885507583618164,0.0,0.0,0.007102251052856445,0.0009784698486328125
567,0.00400233268737793,0.0,0.0009267330169677734,0.007235288619995117,0.0010333061218261719
568,0.0041294097900390625,0.0,0.0,0.008108854293823242,0.0009214878082275391
569,0.0040514469146728516,0.0,0.0,0.006947755813598633,0.0009996891021728516
570,0.004095792770385742,0.0,0.0010504722595214844,0.0070841312408447266,0.0
571,0.003487110137939453,0.0,0.0,0.007497549057006836,0.001066446304321289
572,0.0030775070190429688,0.0,0.0010142326354980469,0.006984233856201172,0.0010039806365966797
573,0.004007577896118164,0.0,0.0,0.0073010921478271484,0.0
574,0.0031690597534179688,0.0,0.0010867118835449219,0.0060045719146728516,0.0010199546813964844
575,0.004005908966064453,0.0,0.0,0.00702357292175293,0.001039266586303711
576,0.003937244415283203,0.0,0.0,0.007022380828857422,0.0009758472442626953
577,0.003994464874267578,0.0,0.0009996891021728516,0.006023406982421875,0.0009984970092773438
578,0.00397801399230957,0.0,0.0012693405151367188,0.006396293640136719,0.0009853839874267578
579,0.004322528839111328,0.0,0.0,0.0069828033447265625,0.0010046958923339844
580,0.0039010047912597656,0.0,0.001096963882446289,0.00690007209777832,0.0010037422180175781
581,0.004099607467651367,0.0,0.0010023117065429688,0.007057666778564453,0.001102447509765625
582,0.0039000511169433594,0.0,0.001033782958984375,0.007040500640869141,0.0010008811950683594
583,0.003999948501586914,0.0009217262268066406,0.0,0.0070953369140625,0.0009081363677978516
584,0.003999233245849609,0.0,0.0,0.007998943328857422,0.0010037422180175781
585,0.004094839096069336,0.0,0.0009968280792236328,0.006909608840942383,0.0010433197021484375
586,0.004065036773681641,0.0,0.0,0.006983757019042969,0.0019185543060302734
587,0.003999233245849609,0.0,0.0009987354278564453,0.0070037841796875,0.0009958744049072266
588,0.004108428955078125,0.0,0.0009887218475341797,0.006993293762207031,0.0010001659393310547
589,0.004317045211791992,0.0,0.0,0.006997346878051758,0.0011396408081054688
590,0.004105329513549805,0.0,0.0010080337524414062,0.007014274597167969,0.0009281635284423828
591,0.004069328308105469,0.0,0.0009818077087402344,0.006994485855102539,0.0
592,0.00400853157043457,0.0,0.0,0.006989479064941406,0.00101470947265625
593,0.003978252410888672,0.0,0.0,0.009001016616821289,0.0
594,0.0033359527587890625,0.0,0.0010063648223876953,0.0069692134857177734,0.0009903907775878906
595,0.004021167755126953,0.0,0.0009980201721191406,0.006982088088989258,0.0010149478912353516
596,0.004037141799926758,0.0,0.0009639263153076172,0.007058382034301758,0.0009415149688720703
597,0.0040013790130615234,0.0,0.0010886192321777344,0.007067441940307617,0.0011336803436279297
598,0.004152536392211914,0.0,0.0010790824890136719,0.008052825927734375,0.0008988380432128906
599,0.004028797149658203,0.0,0.0010454654693603516,0.007941961288452148,0.0010633468627929688
600,0.003997802734375,0.0,0.0010228157043457031,0.00797724723815918,0.0009250640869140625
601,0.0040318965911865234,0.0,0.0010442733764648438,0.006920814514160156,0.0009984970092773438
602,0.005082368850708008,0.0,0.0,0.008005380630493164,0.0010242462158203125
603,0.00495600700378418,0.0,0.0,0.007015705108642578,0.002002716064453125
604,0.004028797149658203,0.0,0.0008890628814697266,0.0070803165435791016,0.0010073184967041016
605,0.003996133804321289,0.0010013580322265625,0.0,0.0069959163665771484,0.0010020732879638672
606,0.003996849060058594,0.0,0.0,0.008001089096069336,0.0010187625885009766
607,0.004180431365966797,0.0,0.0011131763458251953,0.007243633270263672,0.0010008811950683594
608,0.0041539669036865234,0.0,0.0009765625,0.007931947708129883,0.0009987354278564453
609,0.0050830841064453125,0.0,0.0,0.006988048553466797,0.0009987354278564453
610,0.003996849060058594,0.0,0.0010023117065429688,0.008002519607543945,0.0009114742279052734
611,0.0050754547119140625,0.0,0.0010776519775390625,0.008002042770385742,0.0009953975677490234
612,0.004922389984130859,0.0,0.0,0.008000373840332031,0.002013683319091797
613,0.00407719612121582,0.0,0.000985860824584961,0.008016586303710938,0.0009860992431640625
614,0.0039179325103759766,0.0,0.0010266304016113281,0.008966922760009766,0.0009999275207519531
615,0.003998994827270508,0.0,0.001001596450805664,0.006999015808105469,0.0010006427764892578
616,0.003999471664428711,0.0,0.0009999275207519531,0.009001016616821289,0.0010001659393310547
617,0.003999471664428711,0.0,0.0010001659393310547,0.008002758026123047,0.0009970664978027344
618,0.005120515823364258,0.0,0.0,0.007385969161987305,0.0009982585906982422
619,0.0039823055267333984,0.0,0.0009143352508544922,0.007556438446044922,0.0011105537414550781
620,0.00423741340637207,0.0,0.001081228256225586,0.007012367248535156,0.001018524169921875
621,0.005295753479003906,0.0,0.0,0.008016347885131836,0.001005411148071289
622,0.004974365234375,0.0,0.0,0.008002758026123047,0.0009980201721191406
623,0.0050048828125,0.0,0.0,0.007999897003173828,0.0010061264038085938
624,0.0039865970611572266,0.0010399818420410156,0.00017547607421875,0.0074040889739990234,0.001918792724609375
625,0.005182981491088867,0.0,0.0009996891021728516,0.007997274398803711,0.001001596450805664
626,0.0050737857818603516,0.0,0.0009217262268066406,0.008089065551757812,0.0009164810180664062
627,0.005082607269287109,0.0,0.0009918212890625,0.009109735488891602,0.0009558200836181641
628,0.005007028579711914,0.0,0.001062631607055664,0.008169412612915039,0.0011248588562011719
629,0.005183219909667969,0.0,0.0009725093841552734,0.007929086685180664,0.0009951591491699219
630,0.0060307979583740234,0.0,0.0,0.008969545364379883,0.001079559326171875
631,0.0040018558502197266,0.0,0.001009225845336914,0.009771585464477539,0.0010139942169189453
632,0.004998683929443359,0.0,0.0,0.008985519409179688,0.0010387897491455078
633,0.004967212677001953,0.0,0.0,0.008009672164916992,0.001984834671020508
634,0.004198789596557617,0.0,0.0011057853698730469,0.00801229476928711,0.0009088516235351562
635,0.003968954086303711,0.0009865760803222656,0.0,0.007998228073120117,0.001001596450805664
636,0.004996538162231445,0.0,0.0,0.00797891616821289,0.0009963512420654297
637,0.005015373229980469,0.0,0.0,0.007988452911376953,0.0009894371032714844
638,0.004937410354614258,0.0,0.0,0.008990049362182617,0.0010251998901367188
639,0.004946470260620117,0.0,0.0010051727294921875,0.00907135009765625,0.0010068416595458984
640,0.004932403564453125,0.0,0.0011453628540039062,0.009030818939208984,0.0010943412780761719
641,0.004907369613647461,0.0,0.0010805130004882812,0.009035348892211914,0.001087188720703125
642,0.004997968673706055,0.0,0.0,0.009021759033203125,0.00106048583984375
643,0.005919933319091797,0.0,0.0,0.008997440338134766,0.0009987354278564453
644,0.005388498306274414,0.0,0.0010159015655517578,0.009286880493164062,0.0010685920715332031
645,0.0050051212310791016,0.0,0.0009784698486328125,0.008017301559448242,0.0009758472442626953
646,0.0053195953369140625,0.0,0.0010099411010742188,0.008016109466552734,0.0009911060333251953
647,0.004014253616333008,0.001016855239868164,0.0,0.00896763801574707,0.0010063648223876953
648,0.005005836486816406,0.0,0.0010151863098144531,0.007971048355102539,0.001013040542602539
649,0.004989147186279297,0.0,0.0,0.009007692337036133,0.0019919872283935547
650,0.005002021789550781,0.0,0.0010161399841308594,0.007988214492797852,0.0009737014770507812
651,0.00503230094909668,0.0,0.0,0.008876562118530273,0.0009984970092773438
652,0.004919767379760742,0.0,0.0,0.010016202926635742,0.0010340213775634766
653,0.005026817321777344,0.0,0.0010271072387695312,0.009905338287353516,0.0009944438934326172
654,0.005098581314086914,0.0,0.0009737014770507812,0.009009122848510742,0.0019159317016601562
655,0.005087375640869141,0.0,0.0009138584136962891,0.00899505615234375,0.0009996891021728516
656,0.004925966262817383,0.0,0.0010526180267333984,0.009031295776367188,0.0010080337524414062
657,0.0059053897857666016,0.0,0.0,0.010050773620605469,0.0010304450988769531
658,0.005002260208129883,0.0,0.00099945068359375,0.008916616439819336,0.0010912418365478516
659,0.0059070587158203125,0.0,0.0,0.00910043716430664,0.0009920597076416016
660,0.005906343460083008,0.0,0.0010836124420166016,0.009621381759643555,0.001009225845336914
661,0.004279375076293945,0.0,0.0011396408081054688,0.008998394012451172,0.000980377197265625
662,0.005026340484619141,0.0,0.0009768009185791016,0.008917093276977539,0.0011019706726074219
663,0.005990505218505859,0.0,0.0,0.009017467498779297,0.0009636878967285156
664,0.005926609039306641,0.0,0.0009984970092773438,0.009996175765991211,0.0010788440704345703
665,0.0050029754638671875,0.0009961128234863281,0.0,0.009962320327758789,0.0009620189666748047
666,0.005098581314086914,0.0,0.0009002685546875,0.009096145629882812,0.0009021759033203125
667,0.004981517791748047,0.0,0.0010223388671875,0.009932518005371094,0.0010762214660644531
668,0.005891561508178711,0.0,0.0010840892791748047,0.009919404983520508,0.0009982585906982422
669,0.005019187927246094,0.0,0.000982522964477539,0.010001182556152344,0.001001596450805664
670,0.006102323532104492,0.0,0.0,0.008976936340332031,0.0010237693786621094
671,0.004988193511962891,0.0,0.00101470947265625,0.010345935821533203,0.0010039806365966797
672,0.005987882614135742,0.0,0.0,0.009003162384033203,0.0019173622131347656
673,0.0050776004791259766,0.0,0.0010273456573486328,0.008977890014648438,0.001004934310913086
674,0.005030393600463867,0.0,0.0009684562683105469,0.009029150009155273,0.0009696483612060547
675,0.005998849868774414,0.0,0.0,0.009025335311889648,0.0018930435180664062
676,0.006076335906982422,0.0,0.0,0.010028362274169922,0.001973390579223633
677,0.005083799362182617,0.0,0.001077890396118164,0.009925365447998047,0.002009153366088867
678,0.006003618240356445,0.0,0.0,0.010982513427734375,0.0010898113250732422
679,0.005972146987915039,0.0,0.0,0.01003575325012207,0.0009050369262695312
680,0.006000041961669922,0.0,0.0010492801666259766,0.009292125701904297,0.0009605884552001953
681,0.005947113037109375,0.0,0.0010004043579101562,0.009111404418945312,0.0009906291961669922
682,0.006011009216308594,0.0,0.0,0.00997471809387207,0.0010075569152832031
683,0.005987405776977539,0.0,0.0010232925415039062,0.008998870849609375,0.0009856224060058594
684,0.005995273590087891,0.0,0.0009915828704833984,0.008921384811401367,0.001104116439819336
685,0.004995584487915039,0.0,0.0010030269622802734,0.00929117202758789,0.001031637191772461
686,0.004999399185180664,0.0,0.0010254383087158203,0.009976387023925781,0.0010211467742919922
687,0.0059778690338134766,0.0,0.0010056495666503906,0.00991678237915039,0.0009944438934326172
688,0.005919218063354492,0.0,0.0,0.011081218719482422,0.000919342041015625
689,0.00509953498840332,0.0,0.000978708267211914,0.009999990463256836,0.0009930133819580078
690,0.005935192108154297,0.0,0.0009548664093017578,0.010001659393310547,0.0010776519775390625
691,0.005074501037597656,0.0,0.001024007797241211,0.010231494903564453,0.0010833740234375
692,0.00595855712890625,0.0,0.0010008811950683594,0.010038137435913086,0.0009920597076416016
693,0.0050694942474365234,0.0010211467742919922,0.0,0.009988069534301758,0.0010030269622802734
694,0.006041526794433594,0.0,0.0009741783142089844,0.008900642395019531,0.0020842552185058594
695,0.006000995635986328,0.0,0.000993967056274414,0.009000539779663086,0.0009989738464355469
696,0.006020069122314453,0.0,0.0009872913360595703,0.009997367858886719,0.001012563705444336
697,0.00599980354309082,0.0,0.0009920597076416016,0.009299993515014648,0.0009877681732177734
698,0.005078792572021484,0.0,0.0009636878967285156,0.009997367858886719,0.0010204315185546875
699,0.005991935729980469,0.0,0.000904083251953125,0.010997533798217773,0.0010037422180175781
700,0.011196136474609375,0.0,0.0009763240814208984,0.010373592376708984,0.0008912086486816406
701,0.0060269832611083984,0.0009694099426269531,0.0,0.011080265045166016,0.0009968280792236328
702,0.006924867630004883,0.0,0.0,0.011001825332641602,0.000995635986328125
703,0.006108283996582031,0.0,0.0009777545928955078,0.01000213623046875,0.001912832260131836
704,0.006215572357177734,0.0,0.0010101795196533203,0.009896278381347656,0.002085447311401367
705,0.006002187728881836,0.0,0.0010006427764892578,0.010002613067626953,0.0010194778442382812
706,0.0059740543365478516,0.0,0.0010113716125488281,0.010021448135375977,0.0009758472442626953
707,0.006012439727783203,0.0,0.000989675521850586,0.010020256042480469,0.0009763240814208984
708,0.006017208099365234,0.0009951591491699219,0.0,0.009981155395507812,0.001001596450805664
709,0.0059986114501953125,0.0,0.0009975433349609375,0.009002923965454102,0.001997709274291992
710,0.006004810333251953,0.0,0.000997781753540039,0.010356903076171875,0.0011277198791503906
711,0.00692296028137207,0.0,0.0010762214660644531,0.010006904602050781,0.0019986629486083984
712,0.005919933319091797,0.0,0.0010042190551757812,0.011008024215698242,0.0019876956939697266
713,0.0060002803802490234,0.0,0.0009987354278564453,0.011075019836425781,0.001024484634399414
714,0.006095409393310547,0.0,0.00090789794921875,0.012120723724365234,0.0008778572082519531
715,0.006018161773681641,0.0,0.0010285377502441406,0.010030984878540039,0.0019979476928710938
716,0.006001472473144531,0.0,0.0010306835174560547,0.011993646621704102,0.0011053085327148438
717,0.0060062408447265625,0.0,0.0009856224060058594,0.011339426040649414,0.0009996891021728516
718,0.005930423736572266,0.0,0.0010538101196289062,0.009990930557250977,0.0020084381103515625
719,0.006028175354003906,0.0,0.0009639263153076172,0.010005712509155273,0.0010106563568115234
720,0.006026268005371094,0.0,0.0009717941284179688,0.010008811950683594,0.0009982585906982422
721,0.0062999725341796875,0.0,0.0009219646453857422,0.009999513626098633,0.0020034313201904297
722,0.007075786590576172,0.0,0.001003265380859375,0.010921239852905273,0.000995635986328125
723,0.007004261016845703,0.0,0.0010876655578613281,0.01090860366821289,0.0020058155059814453
724,0.006075143814086914,0.0,0.0009987354278564453,0.010925054550170898,0.0009953975677490234
725,0.00591278076171875,0.0,0.00099945068359375,0.012008905410766602,0.0010724067687988281
726,0.006040334701538086,0.0,0.0009527206420898438,0.010082006454467773,0.001996755599975586
727,0.006922721862792969,0.0,0.001081705093383789,0.010000944137573242,0.0010251998901367188
728,0.00600743293762207,0.0,0.0009849071502685547,0.01099538803100586,0.0020067691802978516
729,0.00702977180480957,0.0,0.0009703636169433594,0.011023283004760742,0.0009777545928955078
730,0.007004499435424805,0.0,0.0010030269622802734,0.010993003845214844,0.0010221004486083984
731,0.005997180938720703,0.0,0.0010824203491210938,0.011011362075805664,0.0019893646240234375
732,0.007013082504272461,0.0,0.000986337661743164,0.011931657791137695,0.0019927024841308594
733,0.0060918331146240234,0.0,0.0009076595306396484,0.01199960708618164,0.0009970664978027344
734,0.006918907165527344,0.0,0.0010824203491210938,0.011189460754394531,0.0019927024841308594
735,0.007002353668212891,0.0,0.0009169578552246094,0.011002779006958008,0.0020563602447509766
736,0.006973743438720703,0.0,0.00104522705078125,0.013914346694946289,0.0015070438385009766
737,0.006000041961669922,0.0009999275207519531,0.0,0.011000633239746094,0.001999378204345703
738,0.006230592727661133,0.0010571479797363281,0.0,0.010951757431030273,0.0009884834289550781
739,0.007012367248535156,0.0,0.0,0.01098942756652832,0.0010097026824951172
740,0.005992889404296875,0.0,0.0010063648223876953,0.010990619659423828,0.0010025501251220703
741,0.007004261016845703,0.0,0.0009114742279052734,0.010245561599731445,0.002123594284057617
742,0.006989479064941406,0.0,0.0,0.011921882629394531,0.0010409355163574219
743,0.0069582462310791016,0.0,0.0010066032409667969,0.011993408203125,0.0009996891021728516
744,0.006998538970947266,0.0,0.001088857650756836,0.013668298721313477,0.0009541511535644531
745,0.007051706314086914,0.0,0.0009105205535888672,0.011080026626586914,0.0019173622131347656
746,0.007002830505371094,0.0,0.0010881423950195312,0.010995864868164062,0.0019450187683105469
747,0.007233142852783203,0.0,0.0009677410125732422,0.011006593704223633,0.0020041465759277344
748,0.007002830505371094,0.0,0.0009965896606445312,0.011010169982910156,0.000982522964477539
749,0.006995677947998047,0.0,0.001007080078125,0.011914253234863281,0.0010790824890136719
750,0.006004810333251953,0.0009510517120361328,0.0,0.011029720306396484,0.0020041465759277344
751,0.007027864456176758,0.0,0.0009734630584716797,0.010998964309692383,0.0009915828704833984
752,0.007008075714111328,0.0,0.0009953975677490234,0.01200556755065918,0.0009138584136962891
753,0.006916999816894531,0.0,0.0011060237884521484,0.011894702911376953,0.0010311603546142578
754,0.00699925422668457,0.0,0.0010263919830322266,0.012083768844604492,0.0011401176452636719
755,0.008005619049072266,0.0,0.0,0.01291966438293457,0.0010886192321777344
756,0.0069179534912109375,0.0,0.0009975433349609375,0.01239633560180664,0.0009992122650146484
757,0.007030010223388672,0.0,0.0009949207305908203,0.01197504997253418,0.0010433197021484375
758,0.007012367248535156,0.0,0.0010199546813964844,0.010967016220092773,0.0010061264038085938
759,0.0070917606353759766,0.0,0.0010046958923339844,0.01100611686706543,0.0009779930114746094
760,0.0069887638092041016,0.0,0.0,0.012016534805297852,0.00098419189453125
761,0.0069882869720458984,0.0,0.0,0.011990070343017578,0.0010144710540771484
762,0.0070056915283203125,0.0,0.0,0.012917757034301758,0.0009984970092773438
763,0.008004188537597656,0.0,0.0010786056518554688,0.012013912200927734,0.0009059906005859375
764,0.00700068473815918,0.0,0.0010819435119628906,0.01202702522277832,0.0008990764617919922
765,0.007108211517333984,0.0,0.0009768009185791016,0.013944387435913086,0.0020356178283691406
766,0.0070037841796875,0.0,0.00102996826171875,0.01224207878112793,0.0020012855529785156
